A11	00	N/A	85577468
A11	02	N/A	87863250
A11	03	N/A	84517309
A11	04	N/A	85045371
A11	05	N/A	87846416
A11	06	N/A	87846371
A11	07	N/A	85783460
A11	08	N/A	87846432
A11	09	N/A	87846376
A11	10	N/A	87846368
A11	11	N/A	87846390
A11	12	N/A	85102312
A11	13	N/A	87846384
A11	14	N/A	84517418
A11	15	N/A	87846380
