addr	type	name	size
0x20f317	NOTYPE	..lin.37bfa4e0..66706d2d.0_56	0
0x20f319	NOTYPE	..lin.37bfa4e0..66706d2d.0_57	0
0x20f324	NOTYPE	..lin.37bfa4e0..66706d2d.0_58	0
0x20f32b	NOTYPE	..lin.37bfa4e0..66706d2d.0_59	0
0x20f343	NOTYPE	..lin.37bfa4e0..66706d2d.0_60	0
0x20f359	NOTYPE	..lin.37bfa4e0..66706d2d.0_61	0
0x20f371	NOTYPE	..lin.37bfa4e0..66706d2d.0_62	0
0x20f380	NOTYPE	..lin.37bfa4e0..66706d2d.0_63	0
0x20f397	NOTYPE	..lin.37bfa4e0..66706d2d.0_64	0
0x20f3a5	NOTYPE	..lin.37bfa4e0..66706d2d.0_65	0
0x20f3af	NOTYPE	..lin.37bfa4e0..66706d2d.0_66	0
0x20f3b8	NOTYPE	..lin.37bfa4e0..66706d2d.0_67	0
0x20f3bd	NOTYPE	..lin.37bfa4e0..66706d2d.0_68	0
0x20f3c2	NOTYPE	..lin.37bfa4e0..66706d2d.0_69	0
0x20f3d4	NOTYPE	..lin.37bfa4e0..66706d2d.0_70	0
0x20f3e2	NOTYPE	..lin.37bfa4e0..66706d2d.0_71	0
0x20f3f5	NOTYPE	..lin.37bfa4e0..66706d2d.0_72	0
0x20f41f	NOTYPE	..lin.37bfa4e0..66706d2d.0_73	0
0x20f429	NOTYPE	..lin.37bfa4e0..66706d2d.0_74	0
0x20f44e	NOTYPE	..lin.37bfa4e0..66706d2d.0_75	0
0x20f456	NOTYPE	..lin.37bfa4e0..66706d2d.0_76	0
0x20f46f	NOTYPE	..lin.37bfa4e0..66706d2d.0_77	0
0x20f477	NOTYPE	..lin.37bfa4e0..66706d2d.0_78	0
0x20f4b3	NOTYPE	..lin.37bfa4e0..66706d2d.0_79	0
0x20f4bf	FUNC	GetPageFromDomain	29
0x20f4c9	NOTYPE	..lin.37bfa4e0..bdab73ce.0_80	0
0x20f4dc	FUNC	DomainSetupObjects	23
0x20f4e9	NOTYPE	..lin.37bfa4e0..5a5bb038.0_81	0
0x20f4f3	FUNC	KernelCreateVirtualAddressSpace	356
0x20f52a	NOTYPE	..lin.37bfa4e0..a8535913.0_82	0
0x20f54a	NOTYPE	..lin.37bfa4e0..a8535913.0_83	0
0x20f553	NOTYPE	..lin.37bfa4e0..a8535913.0_84	0
0x20f581	NOTYPE	..lin.37bfa4e0..a8535913.0_85	0
0x20f587	NOTYPE	..lin.37bfa4e0..a8535913.0_86	0
0x20f597	NOTYPE	..lin.37bfa4e0..a8535913.0_87	0
0x20f5b4	NOTYPE	..lin.37bfa4e0..a8535913.0_88	0
0x20f5bf	NOTYPE	..lin.37bfa4e0..a8535913.0_89	0
0x20f5cb	NOTYPE	..lin.37bfa4e0..a8535913.0_90	0
0x20f5da	NOTYPE	..lin.37bfa4e0..a8535913.0_91	0
0x20f60c	NOTYPE	..lin.37bfa4e0..a8535913.0_92	0
0x20f614	NOTYPE	..lin.37bfa4e0..a8535913.0_93	0
0x20f630	NOTYPE	..lin.37bfa4e0..a8535913.0_94	0
0x20f657	FUNC	KernelPutPageOnAddressSpaceFreeList	133
0x20f67f	NOTYPE	..lin.37bfa4e0..f7d55c89.0_95	0
0x20f684	NOTYPE	..lin.37bfa4e0..f7d55c89.0_96	0
0x20f696	NOTYPE	..lin.37bfa4e0..f7d55c89.0_97	0
0x20f6a4	NOTYPE	..lin.37bfa4e0..f7d55c89.0_98	0
0x20f6c0	NOTYPE	..lin.37bfa4e0..f7d55c89.0_99	0
0x20f6c5	NOTYPE	..lin.37bfa4e0..f7d55c89.0_100	0
0x20f6cb	NOTYPE	..lin.37bfa4e0..f7d55c89.0_101	0
0x20f6d3	NOTYPE	..lin.37bfa4e0..f7d55c89.0_102	0
0x20f6dc	FUNC	KernelGetPageFromAddressSpaceFreeList	145
0x20f6ff	NOTYPE	..lin.37bfa4e0..3ff8f8c7.0_103	0
0x20f705	NOTYPE	..lin.37bfa4e0..3ff8f8c7.0_104	0
0x20f74b	NOTYPE	..lin.37bfa4e0..3ff8f8c7.0_105	0
0x20f757	NOTYPE	..lin.37bfa4e0..3ff8f8c7.0_106	0
0x20f75d	NOTYPE	..lin.37bfa4e0..3ff8f8c7.0_107	0
0x20f76d	FUNC	KernelGetAddressSpaceUniqueId	23
0x20f773	NOTYPE	..lin.37bfa4e0..40e03ebc.0_108	0
0x20f784	FUNC	AssignRestartReaper...2Fhome.2Fmal.2Fgm_release.2FMY22.2D026.2Ffinal.2Fiot.2Frtos.2Flibs.2Fgm.2Di35.2Frel.2Fwork.2Flibkernel.2Flibkernel.2Fadrspace.	94
0x20f7d4	NOTYPE	..lin.37bfa4e0..aa5b23ae.0_109	0
0x20f7e0	NOTYPE	..lin.37bfa4e0..aa5b23ae.0_110	0
0x20f7e2	FUNC	InternalExitTasksInAddressSpace...2Fhome.2Fmal.2Fgm_release.2FMY22.2D026.2Ffinal.2Fiot.2Frtos.2Flibs.2Fgm.2Di35.2Frel.2Fwork.2Flibkernel.2Flibkernel.2Fadrspace.	296
0x20f7f6	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_111	0
0x20f806	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_112	0
0x20f80b	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_113	0
0x20f81b	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_114	0
0x20f820	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_115	0
0x20f828	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_116	0
0x20f831	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_117	0
0x20f835	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_118	0
0x20f84f	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_119	0
0x20f854	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_120	0
0x20f86a	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_121	0
0x20f880	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_122	0
0x20f887	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_123	0
0x20f89d	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_124	0
0x20f8b5	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_125	0
0x20f8bb	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_126	0
0x20f8c9	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_127	0
0x20f8d4	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_128	0
0x20f8ea	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_129	0
0x20f8f2	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_130	0
0x20f8f6	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_131	0
0x20f901	NOTYPE	..lin.37bfa4e0..14f9a4ab.0_132	0
0x20f90a	FUNC	KernelExitTasksInAddressSpace	107
0x20f931	NOTYPE	..lin.37bfa4e0..ea213e8f.0_133	0
0x20f941	NOTYPE	..lin.37bfa4e0..ea213e8f.0_134	0
0x20f95b	NOTYPE	..lin.37bfa4e0..ea213e8f.0_135	0
0x20f962	NOTYPE	..lin.37bfa4e0..ea213e8f.0_136	0
0x20f968	NOTYPE	..lin.37bfa4e0..ea213e8f.0_137	0
0x20f970	NOTYPE	..lin.37bfa4e0..ea213e8f.0_138	0
0x20f975	FUNC	KernelRestartAddressSpace	422
0x20f9a3	NOTYPE	..lin.37bfa4e0..7cd8205d.0_139	0
0x20f9b3	NOTYPE	..lin.37bfa4e0..7cd8205d.0_140	0
0x20f9d0	NOTYPE	..lin.37bfa4e0..7cd8205d.0_141	0
0x20f9d7	NOTYPE	..lin.37bfa4e0..7cd8205d.0_142	0
0x20f9e0	NOTYPE	..lin.37bfa4e0..7cd8205d.0_143	0
0x20f9f0	NOTYPE	..lin.37bfa4e0..7cd8205d.0_144	0
0x20fa1d	NOTYPE	..lin.37bfa4e0..7cd8205d.0_145	0
0x20fa26	NOTYPE	..lin.37bfa4e0..7cd8205d.0_146	0
0x20fa50	NOTYPE	..lin.37bfa4e0..7cd8205d.0_147	0
0x20fa59	NOTYPE	..lin.37bfa4e0..7cd8205d.0_148	0
0x20fa64	NOTYPE	..lin.37bfa4e0..7cd8205d.0_149	0
0x20fa72	NOTYPE	..lin.37bfa4e0..7cd8205d.0_150	0
0x20fa7f	NOTYPE	..lin.37bfa4e0..7cd8205d.0_151	0
0x20fa8c	NOTYPE	..lin.37bfa4e0..7cd8205d.0_152	0
0x20fa98	NOTYPE	..lin.37bfa4e0..7cd8205d.0_153	0
0x20fab4	NOTYPE	..lin.37bfa4e0..7cd8205d.0_154	0
0x20fad5	NOTYPE	..lin.37bfa4e0..7cd8205d.0_155	0
0x20fafb	NOTYPE	..lin.37bfa4e0..7cd8205d.0_156	0
0x20fb08	NOTYPE	..lin.37bfa4e0..7cd8205d.0_157	0
0x20fb10	NOTYPE	..lin.37bfa4e0..7cd8205d.0_158	0
0x20fb1b	FUNC	KernelRestartComplete	559
0x20fb38	NOTYPE	..lin.37bfa4e0..ab72b824.0_159	0
0x20fb68	NOTYPE	..lin.37bfa4e0..ab72b824.0_160	0
0x20fb81	NOTYPE	..lin.37bfa4e0..ab72b824.0_161	0
0x20fb9c	NOTYPE	..lin.37bfa4e0..ab72b824.0_162	0
0x20fbb9	NOTYPE	..lin.37bfa4e0..ab72b824.0_163	0
0x20fbe1	NOTYPE	..lin.37bfa4e0..ab72b824.0_164	0
0x20fbe6	NOTYPE	..lin.37bfa4e0..ab72b824.0_165	0
0x20fbfc	NOTYPE	..lin.37bfa4e0..ab72b824.0_166	0
0x20fc05	NOTYPE	..lin.37bfa4e0..ab72b824.0_167	0
0x20fc13	NOTYPE	..lin.37bfa4e0..ab72b824.0_168	0
0x20fc1c	NOTYPE	..lin.37bfa4e0..ab72b824.0_169	0
0x20fc24	NOTYPE	..lin.37bfa4e0..ab72b824.0_170	0
0x20fc3e	NOTYPE	..lin.37bfa4e0..ab72b824.0_171	0
0x20fc43	NOTYPE	..lin.37bfa4e0..ab72b824.0_172	0
0x20fc60	NOTYPE	..lin.37bfa4e0..ab72b824.0_173	0
0x20fc6d	NOTYPE	..lin.37bfa4e0..ab72b824.0_174	0
0x20fc7b	NOTYPE	..lin.37bfa4e0..ab72b824.0_175	0
0x20fc95	NOTYPE	..lin.37bfa4e0..ab72b824.0_176	0
0x20fc9f	NOTYPE	..lin.37bfa4e0..ab72b824.0_177	0
0x20fcbd	NOTYPE	..lin.37bfa4e0..ab72b824.0_178	0
0x20fcc5	NOTYPE	..lin.37bfa4e0..ab72b824.0_179	0
0x20fcd5	NOTYPE	..lin.37bfa4e0..ab72b824.0_180	0
0x20fcf0	NOTYPE	..lin.37bfa4e0..ab72b824.0_181	0
0x20fd0d	NOTYPE	..lin.37bfa4e0..ab72b824.0_182	0
0x20fd17	NOTYPE	..lin.37bfa4e0..ab72b824.0_183	0
0x20fd21	NOTYPE	..lin.37bfa4e0..ab72b824.0_184	0
0x20fd38	NOTYPE	..lin.37bfa4e0..ab72b824.0_185	0
0x20fd3d	NOTYPE	..lin.37bfa4e0..ab72b824.0_186	0
0x20fd4a	FUNC	KernelRunVmAndWaitForActivity	62
0x20fd68	NOTYPE	..lin.37bfa4e0..20c6eeda.0_187	0
0x20fd6d	NOTYPE	..lin.37bfa4e0..20c6eeda.0_188	0
0x20fd72	NOTYPE	..lin.37bfa4e0..20c6eeda.0_189	0
0x20fd7d	NOTYPE	..lin.37bfa4e0..20c6eeda.0_190	0
0x20fd7f	NOTYPE	..lin.37bfa4e0..20c6eeda.0_191	0
0x20fd88	FUNC	PutMemoryRegionInDomain...2Fhome.2Fmal.2Fgm_release.2FMY22.2D026.2Ffinal.2Fiot.2Frtos.2Flibs.2Fgm.2Di35.2Frel.2Fwork.2Flibkernel.2Flibkernel.2Fmemreg.	26
0x20fda2	NOTYPE	..lin.f913863a..5207d60a.0_1	0
0x20fda2	FUNC	RemoveMemoryRegionFromDomain...2Fhome.2Fmal.2Fgm_release.2FMY22.2D026.2Ffinal.2Fiot.2Frtos.2Flibs.2Fgm.2Di35.2Frel.2Fwork.2Flibkernel.2Flibkernel.2Fmemreg.	39
0x20fdc0	NOTYPE	..lin.f913863a..a557263c.0_2	0
0x20fdc9	FUNC	ImpairMemoryRegion	20
0x20fdd7	NOTYPE	..lin.f913863a..942f2ec4.0_3	0
0x20fddd	FUNC	MemoryRegionClose...2Fhome.2Fmal.2Fgm_release.2FMY22.2D026.2Ffinal.2Fiot.2Frtos.2Flibs.2Fgm.2Di35.2Frel.2Fwork.2Flibkernel.2Flibkernel.2Fmemreg.	17
0x20fde5	NOTYPE	..lin.f913863a..a058d178.0_4	0
0x20fdea	NOTYPE	..lin.f913863a..a058d178.0_5	0
0x20fdee	FUNC	IsFreeKernelSpacePage	327
0x20fe2b	NOTYPE	..lin.f913863a..77b2e38d.0_6	0
0x20fe38	NOTYPE	..lin.f913863a..77b2e38d.0_7	0
0x20fe45	NOTYPE	..lin.f913863a..77b2e38d.0_8	0
0x20fe4d	NOTYPE	..lin.f913863a..77b2e38d.0_9	0
0x20fe5a	NOTYPE	..lin.f913863a..77b2e38d.0_10	0
0x20fe62	NOTYPE	..lin.f913863a..77b2e38d.0_11	0
0x20fe6b	NOTYPE	..lin.f913863a..77b2e38d.0_12	0
0x20fe73	NOTYPE	..lin.f913863a..77b2e38d.0_13	0
0x20fe8b	NOTYPE	..lin.f913863a..77b2e38d.0_14	0
0x20fe93	NOTYPE	..lin.f913863a..77b2e38d.0_15	0
0x20fe9d	NOTYPE	..lin.f913863a..77b2e38d.0_16	0
0x20fea5	NOTYPE	..lin.f913863a..77b2e38d.0_17	0
0x20fead	NOTYPE	..lin.f913863a..77b2e38d.0_18	0
0x20feb8	NOTYPE	..lin.f913863a..77b2e38d.0_19	0
0x20fec0	NOTYPE	..lin.f913863a..77b2e38d.0_20	0
0x20fecb	NOTYPE	..lin.f913863a..77b2e38d.0_21	0
0x20fed3	NOTYPE	..lin.f913863a..77b2e38d.0_22	0
0x20fede	NOTYPE	..lin.f913863a..77b2e38d.0_23	0
0x20fee6	NOTYPE	..lin.f913863a..77b2e38d.0_24	0
0x20fef1	NOTYPE	..lin.f913863a..77b2e38d.0_25	0
0x20fef7	NOTYPE	..lin.f913863a..77b2e38d.0_26	0
0x20ff02	NOTYPE	..lin.f913863a..77b2e38d.0_27	0
0x20ff27	NOTYPE	..lin.f913863a..77b2e38d.0_28	0
0x20ff2e	NOTYPE	..lin.f913863a..77b2e38d.0_29	0
0x20ff35	FUNC	MakeNewMemoryRegion	122
0x20ff6d	NOTYPE	..lin.f913863a..c26e6b0a.0_30	0
0x20ff72	NOTYPE	..lin.f913863a..c26e6b0a.0_31	0
0x20ff79	NOTYPE	..lin.f913863a..c26e6b0a.0_32	0
0x20ffa2	NOTYPE	..lin.f913863a..c26e6b0a.0_33	0
0x20ffaf	FUNC	KernelSetMemoryRegionAttributes	32
0x20ffba	NOTYPE	..lin.f913863a..6a927ff6.0_34	0
0x20ffbe	NOTYPE	..lin.f913863a..6a927ff6.0_35	0
0x20ffcf	FUNC	InternalMap...2Fhome.2Fmal.2Fgm_release.2FMY22.2D026.2Ffinal.2Fiot.2Frtos.2Flibs.2Fgm.2Di35.2Frel.2Fwork.2Flibkernel.2Flibkernel.2Fmemreg.	12
0x20ffdb	FUNC	KernelMapMemoryRegion	454
0x21000b	NOTYPE	..lin.f913863a..7c391c1.0_36	0
0x210012	NOTYPE	..lin.f913863a..7c391c1.0_37	0
0x21001b	NOTYPE	..lin.f913863a..7c391c1.0_38	0
0x21002d	NOTYPE	..lin.f913863a..7c391c1.0_39	0
0x210034	NOTYPE	..lin.f913863a..7c391c1.0_40	0
0x21003d	NOTYPE	..lin.f913863a..7c391c1.0_41	0
0x210046	NOTYPE	..lin.f913863a..7c391c1.0_42	0
0x21004d	NOTYPE	..lin.f913863a..7c391c1.0_43	0
0x210056	NOTYPE	..lin.f913863a..7c391c1.0_44	0
0x21005c	NOTYPE	..lin.f913863a..7c391c1.0_45	0
0x210065	NOTYPE	..lin.f913863a..7c391c1.0_46	0
0x21006c	NOTYPE	..lin.f913863a..7c391c1.0_47	0
0x210075	NOTYPE	..lin.f913863a..7c391c1.0_48	0
0x21009c	NOTYPE	..lin.f913863a..7c391c1.0_49	0
0x2100a5	NOTYPE	..lin.f913863a..7c391c1.0_50	0
0x2100ad	NOTYPE	..lin.f913863a..7c391c1.0_51	0
0x2100b6	NOTYPE	..lin.f913863a..7c391c1.0_52	0
0x2100bf	NOTYPE	..lin.f913863a..7c391c1.0_53	0
0x2100c7	NOTYPE	..lin.f913863a..7c391c1.0_54	0
0x2100d0	NOTYPE	..lin.f913863a..7c391c1.0_55	0
0x2100ec	NOTYPE	..lin.f913863a..7c391c1.0_56	0
0x2100f5	NOTYPE	..lin.f913863a..7c391c1.0_57	0
0x21010f	NOTYPE	..lin.f913863a..7c391c1.0_58	0
0x210118	NOTYPE	..lin.f913863a..7c391c1.0_59	0
0x210129	NOTYPE	..lin.f913863a..7c391c1.0_60	0
0x21013b	NOTYPE	..lin.f913863a..7c391c1.0_61	0
0x21013f	NOTYPE	..lin.f913863a..7c391c1.0_62	0
0x21014d	NOTYPE	..lin.f913863a..7c391c1.0_63	0
0x210152	NOTYPE	..lin.f913863a..7c391c1.0_64	0
0x210198	NOTYPE	..lin.f913863a..7c391c1.0_65	0
0x2101a1	FUNC	KernelSplitMemoryRegion	226
0x2101c0	NOTYPE	..lin.f913863a..2903e96f.0_66	0
0x2101c6	NOTYPE	..lin.f913863a..2903e96f.0_67	0
0x2101cf	NOTYPE	..lin.f913863a..2903e96f.0_68	0
0x2101d6	NOTYPE	..lin.f913863a..2903e96f.0_69	0
0x2101df	NOTYPE	..lin.f913863a..2903e96f.0_70	0
0x2101e5	NOTYPE	..lin.f913863a..2903e96f.0_71	0
0x2101ee	NOTYPE	..lin.f913863a..2903e96f.0_72	0
0x210200	NOTYPE	..lin.f913863a..2903e96f.0_73	0
0x210206	NOTYPE	..lin.f913863a..2903e96f.0_74	0
0x210246	NOTYPE	..lin.f913863a..2903e96f.0_75	0
0x21024c	NOTYPE	..lin.f913863a..2903e96f.0_76	0
0x21025b	NOTYPE	..lin.f913863a..2903e96f.0_77	0
0x210273	NOTYPE	..lin.f913863a..2903e96f.0_78	0
0x21027b	NOTYPE	..lin.f913863a..2903e96f.0_79	0
0x210283	FUNC	KernelGetMemoryRegionAddresses	29
0x210289	NOTYPE	..lin.f913863a..8dbd5481.0_80	0
0x210296	NOTYPE	..lin.f913863a..8dbd5481.0_81	0
0x2102a0	FUNC	KernelLog2PageSize	16
0x2102a6	NOTYPE	..lin.f913863a..36deec32.0_82	0
0x2102b0	FUNC	KernelFillMemoryRegion	106
0x2102cc	NOTYPE	..lin.f913863a..6518970a.0_83	0
0x2102d2	NOTYPE	..lin.f913863a..6518970a.0_84	0
0x2102de	NOTYPE	..lin.f913863a..6518970a.0_85	0
0x2102ef	NOTYPE	..lin.f913863a..6518970a.0_86	0
0x2102fa	NOTYPE	..lin.f913863a..6518970a.0_87	0
0x210300	NOTYPE	..lin.f913863a..6518970a.0_88	0
0x210306	NOTYPE	..lin.f913863a..6518970a.0_89	0
0x210318	NOTYPE	..lin.f913863a..6518970a.0_90	0
0x21031c	FUNC	CheckMemoryMap	147
0x210349	NOTYPE	..lin.5ac0d41f..714b915a.0_1	0
0x21034b	NOTYPE	..lin.5ac0d41f..714b915a.0_2	0
0x210351	NOTYPE	..lin.5ac0d41f..714b915a.0_3	0
0x210357	NOTYPE	..lin.5ac0d41f..714b915a.0_4	0
0x210365	NOTYPE	..lin.5ac0d41f..714b915a.0_5	0
0x21036a	NOTYPE	..lin.5ac0d41f..714b915a.0_6	0
0x210373	NOTYPE	..lin.5ac0d41f..714b915a.0_7	0
0x21037e	NOTYPE	..lin.5ac0d41f..714b915a.0_8	0
0x210384	NOTYPE	..lin.5ac0d41f..714b915a.0_9	0
0x21038a	NOTYPE	..lin.5ac0d41f..714b915a.0_10	0
0x2103a0	NOTYPE	..lin.5ac0d41f..714b915a.0_11	0
0x2103af	FUNC	VirtualFill	141
0x2103d2	NOTYPE	..lin.5ac0d41f..668fa9d3.0_12	0
0x2103ed	NOTYPE	..lin.5ac0d41f..668fa9d3.0_13	0
0x2103fb	NOTYPE	..lin.5ac0d41f..668fa9d3.0_14	0
0x210406	NOTYPE	..lin.5ac0d41f..668fa9d3.0_15	0
0x21040a	NOTYPE	..lin.5ac0d41f..668fa9d3.0_16	0
0x21041b	NOTYPE	..lin.5ac0d41f..668fa9d3.0_17	0
0x210420	NOTYPE	..lin.5ac0d41f..668fa9d3.0_18	0
0x21042a	NOTYPE	..lin.5ac0d41f..668fa9d3.0_19	0
0x21042e	NOTYPE	..lin.5ac0d41f..668fa9d3.0_20	0
0x210433	NOTYPE	..lin.5ac0d41f..668fa9d3.0_21	0
0x21043c	FUNC	VirtualCopy	301
0x210465	NOTYPE	..lin.5ac0d41f..668e1ec7.0_22	0
0x210474	NOTYPE	..lin.5ac0d41f..668e1ec7.0_23	0
0x21047b	NOTYPE	..lin.5ac0d41f..668e1ec7.0_24	0
0x21048a	NOTYPE	..lin.5ac0d41f..668e1ec7.0_25	0
0x210496	NOTYPE	..lin.5ac0d41f..668e1ec7.0_26	0
0x21049f	NOTYPE	..lin.5ac0d41f..668e1ec7.0_27	0
0x2104ba	NOTYPE	..lin.5ac0d41f..668e1ec7.0_28	0
0x2104c2	NOTYPE	..lin.5ac0d41f..668e1ec7.0_29	0
0x2104d6	NOTYPE	..lin.5ac0d41f..668e1ec7.0_30	0
0x2104e0	NOTYPE	..lin.5ac0d41f..668e1ec7.0_31	0
0x2104e7	NOTYPE	..lin.5ac0d41f..668e1ec7.0_32	0
0x2104f9	NOTYPE	..lin.5ac0d41f..668e1ec7.0_33	0
0x210504	NOTYPE	..lin.5ac0d41f..668e1ec7.0_34	0
0x210508	NOTYPE	..lin.5ac0d41f..668e1ec7.0_35	0
0x210564	NOTYPE	..lin.5ac0d41f..668e1ec7.0_36	0
0x210569	FUNC	SafeCopy	171
0x2105f6	NOTYPE	..lin.5ac0d41f..3514d39f.0_37	0
0x210609	NOTYPE	..lin.5ac0d41f..3514d39f.0_38	0
0x210614	FUNC	SafeRead	334
0x21063b	NOTYPE	..lin.5ac0d41f..351ce0c0.0_39	0
0x210643	NOTYPE	..lin.5ac0d41f..351ce0c0.0_40	0
0x210657	NOTYPE	..lin.5ac0d41f..351ce0c0.0_41	0
0x210660	NOTYPE	..lin.5ac0d41f..351ce0c0.0_42	0
0x210666	NOTYPE	..lin.5ac0d41f..351ce0c0.0_43	0
0x210689	NOTYPE	..lin.5ac0d41f..351ce0c0.0_44	0
0x21068e	NOTYPE	..lin.5ac0d41f..351ce0c0.0_45	0
0x2106a7	NOTYPE	..lin.5ac0d41f..351ce0c0.0_46	0
0x2106ae	NOTYPE	..lin.5ac0d41f..351ce0c0.0_47	0
0x2106ce	NOTYPE	..lin.5ac0d41f..351ce0c0.0_48	0
0x2106d5	NOTYPE	..lin.5ac0d41f..351ce0c0.0_49	0
0x2106ea	NOTYPE	..lin.5ac0d41f..351ce0c0.0_50	0
0x2106f1	NOTYPE	..lin.5ac0d41f..351ce0c0.0_51	0
0x210701	NOTYPE	..lin.5ac0d41f..351ce0c0.0_52	0
0x21070b	NOTYPE	..lin.5ac0d41f..351ce0c0.0_53	0
0x210710	NOTYPE	..lin.5ac0d41f..351ce0c0.0_54	0
0x210716	NOTYPE	..lin.5ac0d41f..351ce0c0.0_55	0
0x21071b	NOTYPE	..lin.5ac0d41f..351ce0c0.0_56	0
0x210721	NOTYPE	..lin.5ac0d41f..351ce0c0.0_57	0
0x210725	NOTYPE	..lin.5ac0d41f..351ce0c0.0_58	0
0x210730	NOTYPE	..lin.5ac0d41f..351ce0c0.0_59	0
0x21073f	NOTYPE	..lin.5ac0d41f..351ce0c0.0_60	0
0x210745	NOTYPE	..lin.5ac0d41f..351ce0c0.0_61	0
0x210755	NOTYPE	..lin.5ac0d41f..351ce0c0.0_62	0
0x210762	FUNC	SynchronizeKernelAddress	105
0x2107c9	NOTYPE	..lin.5ac0d41f..b69d4c08.0_63	0
0x2107cc	FUNC	PriorityListFunction...2Fhome.2Fmal.2Fgm_release.2FMY22.2D026.2Ffinal.2Fiot.2Frtos.2Flibs.2Fgm.2Di35.2Frel.2Fwork.2Flibkernel.2Flibkernel.2Fplist.	125
0x210805	NOTYPE	..lin.d93aa6c9..f075c4e9.0_1	0
0x21080c	NOTYPE	..lin.d93aa6c9..f075c4e9.0_2	0
0x210810	NOTYPE	..lin.d93aa6c9..f075c4e9.0_3	0
0x210819	NOTYPE	..lin.d93aa6c9..f075c4e9.0_4	0
0x210821	NOTYPE	..lin.d93aa6c9..f075c4e9.0_5	0
0x21082e	NOTYPE	..lin.d93aa6c9..f075c4e9.0_6	0
0x210833	NOTYPE	..lin.d93aa6c9..f075c4e9.0_7	0
0x210840	NOTYPE	..lin.d93aa6c9..f075c4e9.0_8	0
0x210845	NOTYPE	..lin.d93aa6c9..f075c4e9.0_9	0
0x210849	FUNC	InitializePriorityList	7
0x210850	FUNC	RemoveFirstFromPriorityList	49
0x21086f	NOTYPE	..lin.d93aa6c9..19d63ced.0_10	0
0x210875	NOTYPE	..lin.d93aa6c9..19d63ced.0_11	0
0x210881	FUNC	RemoveFirstFromMessageList	9
0x21088a	NOTYPE	..lin.d93aa6c9..86285670.0_12	0
0x21088a	FUNC	RemoveFromPriorityList	36
0x210897	NOTYPE	..lin.d93aa6c9..8f7685c5.0_13	0
0x2108ad	NOTYPE	..lin.d93aa6c9..8f7685c5.0_14	0
0x2108ae	FUNC	AddActivityToTaskPriorityList	69
0x2108c6	NOTYPE	..lin.d93aa6c9..58425c8f.0_15	0
0x2108ed	NOTYPE	..lin.d93aa6c9..58425c8f.0_16	0
0x2108f3	FUNC	AddActivityToMessageList	93
0x210911	NOTYPE	..lin.d93aa6c9..77dee4ff.0_17	0
0x210947	NOTYPE	..lin.d93aa6c9..77dee4ff.0_18	0
0x210950	FUNC	ConnectionClose...2Fhome.2Fmal.2Fgm_release.2FMY22.2D026.2Ffinal.2Fiot.2Frtos.2Flibs.2Fgm.2Di35.2Frel.2Fwork.2Flibkernel.2Flibkernel.2Fconnect.	113
0x210961	NOTYPE	..lin.31216b27..6c369beb.0_1	0
0x21096d	NOTYPE	..lin.31216b27..6c369beb.0_2	0
0x21096f	NOTYPE	..lin.31216b27..6c369beb.0_3	0
0x210989	NOTYPE	..lin.31216b27..6c369beb.0_4	0
0x210997	NOTYPE	..lin.31216b27..6c369beb.0_5	0
0x21099c	NOTYPE	..lin.31216b27..6c369beb.0_6	0
0x2109aa	NOTYPE	..lin.31216b27..6c369beb.0_7	0
0x2109ba	NOTYPE	..lin.31216b27..6c369beb.0_8	0
0x2109c1	FUNC	KernelCreateConnectionAtIndex	244
0x2109f1	NOTYPE	..lin.31216b27..23a84bb7.0_9	0
0x2109fd	NOTYPE	..lin.31216b27..23a84bb7.0_10	0
0x210a05	NOTYPE	..lin.31216b27..23a84bb7.0_11	0
0x210a21	NOTYPE	..lin.31216b27..23a84bb7.0_12	0
0x210a41	NOTYPE	..lin.31216b27..23a84bb7.0_13	0
0x210a4d	NOTYPE	..lin.31216b27..23a84bb7.0_14	0
0x210a55	NOTYPE	..lin.31216b27..23a84bb7.0_15	0
0x210a8c	NOTYPE	..lin.31216b27..23a84bb7.0_16	0
0x210aa8	NOTYPE	..lin.31216b27..23a84bb7.0_17	0
0x210ab5	FUNC	KernelRestoreConnectionAtIndex	326
0x210af8	NOTYPE	..lin.31216b27..618d3f27.0_18	0
